	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

	 		 1 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 5 		 10 		 10 		 10 		 5 		 5 		 5

